"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout","Conversion rate","Pageviews","Checkout conversion rate","Added to cart rate","Reached checkout rate","Sessions that reached and completed checkout","Average session duration","Pageviews per session","Bounce rate","Completed checkout rate","Bounces","Online store visitors (20260511)","Sessions (20260511)","Sessions with cart additions (20260511)","Sessions that reached checkout (20260511)","Sessions that completed checkout (20260511)","Conversion rate (20260511)","Pageviews (20260511)","Checkout conversion rate (20260511)","Added to cart rate (20260511)","Reached checkout rate (20260511)","Sessions that reached and completed checkout (20260511)","Average session duration (20260511)","Pageviews per session (20260511)","Bounce rate (20260511)","Completed checkout rate (20260511)","Bounces (20260511)","Online store visitors (20260511) ","Sessions (20260511) ","Sessions with cart additions (20260511) ","Sessions that reached checkout (20260511) ","Sessions that completed checkout (20260511) ","Conversion rate (20260511) ","Pageviews (20260511) ","Checkout conversion rate (20260511) ","Added to cart rate (20260511) ","Reached checkout rate (20260511) ","Sessions that reached and completed checkout (20260511) ","Average session duration (20260511) ","Pageviews per session (20260511) ","Bounce rate (20260511) ","Completed checkout rate (20260511) ","Bounces (20260511) "
"Collection","/collections/animal-hentai-sex-doll",27,29,0,0,0,0,55,,0,0,0,39.48275862068966,1.896551724137931,0.6551724137931034,,19,27,29,0,0,0,0,55,,0,0,0,39.48275862068966,1.896551724137931,0.6551724137931034,,19,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-black-sex-doll",27,29,0,0,0,0,80,,0,0,0,86.93103448275862,2.7586206896551726,0.5862068965517241,,17,27,29,0,0,0,0,80,,0,0,0,86.93103448275862,2.7586206896551726,0.5862068965517241,,17,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/onahole",25,28,0,0,0,0,60,,0,0,0,30.857142857142858,2.142857142857143,0.6785714285714286,,19,25,28,0,0,0,0,60,,0,0,0,30.857142857142858,2.142857142857143,0.6785714285714286,,19,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/robotic-sex-doll",28,28,0,0,0,0,124,,0,0,0,204.17857142857142,4.428571428571429,0.4642857142857143,,13,28,28,0,0,0,0,124,,0,0,0,204.17857142857142,4.428571428571429,0.4642857142857143,,13,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/furry-sex-doll",28,28,0,0,0,0,73,,0,0,0,76.46428571428571,2.607142857142857,0.7142857142857143,,20,28,28,0,0,0,0,73,,0,0,0,76.46428571428571,2.607142857142857,0.7142857142857143,,20,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/why-do-men-like-to-have-sex-with-bigass-women",26,27,0,0,0,0,29,,0,0,0,21.62962962962963,1.0740740740740742,0.9629629629629629,,26,26,27,0,0,0,0,29,,0,0,0,21.62962962962963,1.0740740740740742,0.9629629629629629,,26,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/a664-37-5lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso",21,27,1,1,0,0,79,0,0.037037037037037035,0.037037037037037035,0,244.85185185185185,2.925925925925926,0.6296296296296297,0,17,21,27,1,1,0,0,79,0,0.037037037037037035,0.037037037037037035,0,244.85185185185185,2.925925925925926,0.6296296296296297,0,17,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Product","/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso",26,27,0,0,0,0,85,,0,0,0,253.55555555555554,3.1481481481481484,0.4444444444444444,,12,26,27,0,0,0,0,85,,0,0,0,253.55555555555554,3.1481481481481484,0.4444444444444444,,12,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/celebrity-sex-dolls",26,26,0,0,0,0,101,,0,0,0,225,3.8846153846153846,0.5769230769230769,,15,26,26,0,0,0,0,101,,0,0,0,225,3.8846153846153846,0.5769230769230769,,15,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/male-sex-doll",18,26,1,1,0,0,55,0,0.038461538461538464,0.038461538461538464,0,107.92307692307692,2.1153846153846154,0.6538461538461539,0,17,18,26,1,1,0,0,55,0,0.038461538461538464,0.038461538461538464,0,107.92307692307692,2.1153846153846154,0.6538461538461539,0,17,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/naked-sex-doll",23,24,0,0,0,0,121,,0,0,0,139,5.041666666666667,0.5,,12,23,24,0,0,0,0,121,,0,0,0,139,5.041666666666667,0.5,,12,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-latest-sex-dolls-innovations-and-breakthroughs-in-2025",24,24,0,0,0,0,54,,0,0,0,58.125,2.25,0.75,,18,24,24,0,0,0,0,54,,0,0,0,58.125,2.25,0.75,,18,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/featured-blog/how-to-make-fake-pussy",24,24,0,0,0,0,30,,0,0,0,9.916666666666666,1.25,0.8333333333333334,,20,24,24,0,0,0,0,30,,0,0,0,9.916666666666666,1.25,0.8333333333333334,,20,0,0,,,,,0,,,,,0,0,0,,0
"Search","/search",15,24,2,0,0,0,280,,0.08333333333333333,0,0,508,11.666666666666666,0.3333333333333333,,8,15,24,2,0,0,0,280,,0.08333333333333333,0,0,508,11.666666666666666,0.3333333333333333,,8,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/sex-doll-anal",22,24,0,0,0,0,47,,0,0,0,50.5,1.9583333333333333,0.6666666666666666,,16,22,24,0,0,0,0,47,,0,0,0,50.5,1.9583333333333333,0.6666666666666666,,16,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5547-150cm4-9ft-27-6kg-f-cup-r7-life-size-silicone-sex-doll-real-lady",24,24,0,0,0,0,24,,0,0,0,0,1,1,,24,24,24,0,0,0,0,24,,0,0,0,0,1,1,,24,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/%F0%9F%94%A5-top-5-most-popular-big-butt-chubby-belly-curvy-body-pornstar-style-sex-dolls-in-2025-%F0%9F%94%A5",23,23,0,0,0,0,26,,0,0,0,2,1.1304347826086956,0.9130434782608695,,21,23,23,0,0,0,0,26,,0,0,0,2,1.1304347826086956,0.9130434782608695,,21,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/se-doll-head-x-bot-ai-smart-multi-language-talking-h002",22,23,0,0,0,0,72,,0,0,0,122.6086956521739,3.130434782608696,0.6086956521739131,,14,22,23,0,0,0,0,72,,0,0,0,122.6086956521739,3.130434782608696,0.6086956521739131,,14,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/young-male-sex-doll",22,22,0,0,0,0,40,,0,0,0,101.95454545454545,1.8181818181818181,0.5909090909090909,,13,22,22,0,0,0,0,40,,0,0,0,101.95454545454545,1.8181818181818181,0.5909090909090909,,13,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/pocket-pussy-ass",22,22,0,0,0,0,74,,0,0,0,142.5909090909091,3.3636363636363638,0.5,,11,22,22,0,0,0,0,74,,0,0,0,142.5909090909091,3.3636363636363638,0.5,,11,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/real-sex-doll-reviews-pros-cons-real-usage-tests/2026-meru-hentai-sex-doll-review-comprehensive-comparison-of-4-hot-models",21,22,0,0,0,0,35,,0,0,0,99.9090909090909,1.5909090909090908,0.7727272727272727,,17,21,22,0,0,0,0,35,,0,0,0,99.9090909090909,1.5909090909090908,0.7727272727272727,,17,0,0,,,,,0,,,,,0,0,0,,0
"Custom Page","/pages/full-doll",22,22,2,1,0,0,212,0,0.09090909090909091,0.045454545454545456,0,365.77272727272725,9.636363636363637,0.3181818181818182,0,7,22,22,2,1,0,0,212,0,0.09090909090909091,0.045454545454545456,0,365.77272727272725,9.636363636363637,0.3181818181818182,0,7,0,0,0,0,,,0,,0,0,,0,0,0,,0
,"/de/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",21,22,0,0,0,0,44,,0,0,0,67.27272727272727,2,0.6818181818181818,,15,21,22,0,0,0,0,44,,0,0,0,67.27272727272727,2,0.6818181818181818,,15,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/anime-sex-doll",22,22,0,0,0,0,96,,0,0,0,134.8181818181818,4.363636363636363,0.4090909090909091,,9,22,22,0,0,0,0,96,,0,0,0,134.8181818181818,4.363636363636363,0.4090909090909091,,9,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/life-sized-sex-doll",16,21,1,0,0,0,108,,0.047619047619047616,0,0,286.42857142857144,5.142857142857143,0.42857142857142855,,9,16,21,1,0,0,0,108,,0.047619047619047616,0,0,286.42857142857144,5.142857142857143,0.42857142857142855,,9,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/s-tpe-doll",21,21,0,0,0,0,57,,0,0,0,69.9047619047619,2.7142857142857144,0.5714285714285714,,12,21,21,0,0,0,0,57,,0,0,0,69.9047619047619,2.7142857142857144,0.5714285714285714,,12,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-titty-fuck-experience-the-ultimate-pleasure-with-a-huge-breast-sex-doll",20,21,0,0,0,0,30,,0,0,0,23.761904761904763,1.4285714285714286,0.8095238095238095,,17,20,21,0,0,0,0,30,,0,0,0,23.761904761904763,1.4285714285714286,0.8095238095238095,,17,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/h377-ros-silicone-sex-doll-head%E4%B8%A8galatate-doll-head",21,21,0,0,0,0,21,,0,0,0,0,1,1,,21,21,21,0,0,0,0,21,,0,0,0,0,1,1,,21,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/foot-pocket-pussy",20,21,0,0,0,0,48,,0,0,0,48.80952380952381,2.2857142857142856,0.7619047619047619,,16,20,21,0,0,0,0,48,,0,0,0,48.80952380952381,2.2857142857142856,0.7619047619047619,,16,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/electric-pocket-pussy",18,20,0,0,0,0,40,,0,0,0,138.8,2,0.5,,10,18,20,0,0,0,0,40,,0,0,0,138.8,2,0.5,,10,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/futa-sex-doll",20,20,1,0,0,0,64,,0.05,0,0,128.25,3.2,0.45,,9,20,20,1,0,0,0,64,,0.05,0,0,128.25,3.2,0.45,,9,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/shemale-sex-doll",20,20,0,0,0,0,42,,0,0,0,56.4,2.1,0.65,,13,20,20,0,0,0,0,42,,0,0,0,56.4,2.1,0.65,,13,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/products/58313-2lb-27-5-sex-doll-legs",20,20,0,0,0,0,20,,0,0,0,0,1,1,,20,20,20,0,0,0,0,20,,0,0,0,0,1,1,,20,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/new-arrivals-robot-sex-dolls",18,20,0,0,0,0,70,,0,0,0,220.2,3.5,0.4,,8,18,20,0,0,0,0,70,,0,0,0,220.2,3.5,0.4,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-latina-sex-doll",19,19,0,0,0,0,35,,0,0,0,92.84210526315789,1.8421052631578947,0.5263157894736842,,10,19,19,0,0,0,0,35,,0,0,0,92.84210526315789,1.8421052631578947,0.5263157894736842,,10,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/full-doll",19,19,0,0,0,0,140,,0,0,0,408.8421052631579,7.368421052631579,0.3157894736842105,,6,19,19,0,0,0,0,140,,0,0,0,408.8421052631579,7.368421052631579,0.3157894736842105,,6,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/sex-doll-torso-dildo-for-woman",18,19,0,0,0,0,43,,0,0,0,179.21052631578948,2.263157894736842,0.5789473684210527,,11,18,19,0,0,0,0,43,,0,0,0,179.21052631578948,2.263157894736842,0.5789473684210527,,11,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/ai-sex-doll",19,19,0,0,0,0,40,,0,0,0,72.3157894736842,2.1052631578947367,0.7368421052631579,,14,19,19,0,0,0,0,40,,0,0,0,72.3157894736842,2.1052631578947367,0.7368421052631579,,14,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t968-50-7lbs-92cm-silicone-luxury-super-realistic-human-size-sex-dolls-torso-with-head",19,19,0,0,0,0,21,,0,0,0,40.05263157894737,1.105263157894737,0.9473684210526315,,18,19,19,0,0,0,0,21,,0,0,0,40.05263157894737,1.105263157894737,0.9473684210526315,,18,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/cheap-sex-doll",17,19,0,0,0,0,44,,0,0,0,70.73684210526316,2.3157894736842106,0.42105263157894735,,8,17,19,0,0,0,0,44,,0,0,0,70.73684210526316,2.3157894736842106,0.42105263157894735,,8,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-make-fake-pussy",19,19,0,0,0,0,37,,0,0,0,73.26315789473684,1.9473684210526316,0.631578947368421,,12,19,19,0,0,0,0,37,,0,0,0,73.26315789473684,1.9473684210526316,0.631578947368421,,12,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/boob-job-sex-toys",19,19,0,0,0,0,34,,0,0,0,19.42105263157895,1.7894736842105263,0.7368421052631579,,14,19,19,0,0,0,0,34,,0,0,0,19.42105263157895,1.7894736842105263,0.7368421052631579,,14,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-hentai-sex-doll",17,18,0,0,0,0,74,,0,0,0,302.6111111111111,4.111111111111111,0.5,,9,17,18,0,0,0,0,74,,0,0,0,302.6111111111111,4.111111111111111,0.5,,9,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5425-elsa-babe-hentai-anime-waifu-sex-dolls-silicone-head-150cm-27-5kg",12,18,0,0,0,0,56,,0,0,0,259.94444444444446,3.111111111111111,0.6111111111111112,,11,12,18,0,0,0,0,56,,0,0,0,259.94444444444446,3.111111111111111,0.6111111111111112,,11,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/shemale-sex-doll-torso-1",17,18,0,0,0,0,70,,0,0,0,67.44444444444444,3.888888888888889,0.5555555555555556,,10,17,18,0,0,0,0,70,,0,0,0,67.44444444444444,3.888888888888889,0.5555555555555556,,10,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/4-things-tell-you-how-to-use-a-lesbian-sex-doll",17,18,0,0,0,0,116,,0,0,0,291.1111111111111,6.444444444444445,0.5555555555555556,,10,17,18,0,0,0,0,116,,0,0,0,291.1111111111111,6.444444444444445,0.5555555555555556,,10,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/mini-sex-doll",17,17,0,0,0,0,127,,0,0,0,362.70588235294116,7.470588235294118,0.7058823529411765,,12,17,17,0,0,0,0,127,,0,0,0,362.70588235294116,7.470588235294118,0.7058823529411765,,12,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-milf-sex-doll",17,17,0,0,0,0,86,,0,0,0,309.4117647058824,5.0588235294117645,0.23529411764705882,,4,17,17,0,0,0,0,86,,0,0,0,309.4117647058824,5.0588235294117645,0.23529411764705882,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/featured-blog/how-to-diy-an-sex-doll-you",17,17,0,0,0,0,19,,0,0,0,14.764705882352942,1.1176470588235294,0.8823529411764706,,15,17,17,0,0,0,0,19,,0,0,0,14.764705882352942,1.1176470588235294,0.8823529411764706,,15,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5996-164cm5-4ft-36kg-d-cup-silicone-head-celebrity-sex-doll-%E4%B8%A8rosretty-doll",3,16,0,0,0,0,60,,0,0,0,227.25,3.75,0.5,,8,3,16,0,0,0,0,60,,0,0,0,227.25,3.75,0.5,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-feet",16,16,0,0,0,0,39,,0,0,0,53.9375,2.4375,0.5,,8,16,16,0,0,0,0,39,,0,0,0,53.9375,2.4375,0.5,,8,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/futa-sex-doll",15,16,0,0,0,0,45,,0,0,0,75.125,2.8125,0.375,,6,15,16,0,0,0,0,45,,0,0,0,75.125,2.8125,0.375,,6,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/fake-pussy-fake-vagina-sex-toys",16,16,0,0,0,0,55,,0,0,0,162.25,3.4375,0.5,,8,16,16,0,0,0,0,55,,0,0,0,162.25,3.4375,0.5,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/hyper-realistic-sex-doll",16,16,1,0,0,0,65,,0.0625,0,0,281.1875,4.0625,0.375,,6,16,16,1,0,0,0,65,,0.0625,0,0,281.1875,4.0625,0.375,,6,0,0,0,,,,0,,0,,,0,0,0,,0
,"/en-fi/blogs/featured-blog/how-to-make-fake-pussy",15,16,0,0,0,0,22,,0,0,0,78.375,1.375,0.75,,12,15,16,0,0,0,0,22,,0,0,0,78.375,1.375,0.75,,12,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-legs",12,15,1,0,0,0,32,,0.06666666666666667,0,0,72.2,2.1333333333333333,0.5333333333333333,,8,12,15,1,0,0,0,32,,0.06666666666666667,0,0,72.2,2.1333333333333333,0.5333333333333333,,8,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/1600-1999-sex-doll",15,15,1,0,0,0,78,,0.06666666666666667,0,0,328.3333333333333,5.2,0.3333333333333333,,5,15,15,1,0,0,0,78,,0.06666666666666667,0,0,328.3333333333333,5.2,0.3333333333333333,,5,0,0,0,,,,0,,0,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/popularization-of-knowledge-about-sex-doll-skeletons",3,15,0,0,0,0,18,,0,0,0,79.73333333333333,1.2,0.8,,12,3,15,0,0,0,0,18,,0,0,0,79.73333333333333,1.2,0.8,,12,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/blogs/dolls-info-qustions/top-3-flat-chested-sex-dolls-of-2025-ultimate-flatness-unique-allure",15,15,0,0,0,0,23,,0,0,0,22.333333333333332,1.5333333333333334,0.8,,12,15,15,0,0,0,0,23,,0,0,0,22.333333333333332,1.5333333333333334,0.8,,12,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/pocket-pussy",15,15,0,0,0,0,33,,0,0,0,60.8,2.2,0.5333333333333333,,8,15,15,0,0,0,0,33,,0,0,0,60.8,2.2,0.5333333333333333,,8,0,0,,,,,0,,,,,0,0,0,,0
"Product","/collections/sex-doll-torso/products/591sex-doll-torso",15,15,0,0,0,0,72,,0,0,0,117.93333333333334,4.8,0.13333333333333333,,2,15,15,0,0,0,0,72,,0,0,0,117.93333333333334,4.8,0.13333333333333333,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/bbw-ass-torso",14,15,0,0,0,0,65,,0,0,0,327.93333333333334,4.333333333333333,0.26666666666666666,,4,14,15,0,0,0,0,65,,0,0,0,327.93333333333334,4.333333333333333,0.26666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/fake-pussy-hentai-sex-doll",14,15,0,0,0,0,48,,0,0,0,177.86666666666667,3.2,0.26666666666666666,,4,14,15,0,0,0,0,48,,0,0,0,177.86666666666667,3.2,0.26666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/de/products/lightweight-ass-toy-silicone-8-5lb-a805",1,15,0,0,0,0,15,,0,0,0,0,1,1,,15,1,15,0,0,0,0,15,,0,0,0,0,1,1,,15,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/a499-bbw-big-booty-silicone-sex-doll-torso",12,15,0,0,0,0,35,,0,0,0,154.73333333333332,2.3333333333333335,0.7333333333333333,,11,12,15,0,0,0,0,35,,0,0,0,154.73333333333332,2.3333333333333335,0.7333333333333333,,11,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/monster-hentai-sex-doll",14,14,0,0,0,0,87,,0,0,0,371.5,6.214285714285714,0.35714285714285715,,5,14,14,0,0,0,0,87,,0,0,0,371.5,6.214285714285714,0.35714285714285715,,5,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/mini-flat-chest-sex-doll",14,14,0,0,0,0,23,,0,0,0,23.785714285714285,1.6428571428571428,0.7142857142857143,,10,14,14,0,0,0,0,23,,0,0,0,23.785714285714285,1.6428571428571428,0.7142857142857143,,10,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-sex-doll-cheap",14,14,0,0,0,0,40,,0,0,0,78.42857142857143,2.857142857142857,0.35714285714285715,,5,14,14,0,0,0,0,40,,0,0,0,78.42857142857143,2.857142857142857,0.35714285714285715,,5,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/featured-blog/the-4-technical-features-about-sex-doll-skeleton",13,14,0,0,0,0,46,,0,0,0,486.64285714285717,3.2857142857142856,0.5714285714285714,,8,13,14,0,0,0,0,46,,0,0,0,486.64285714285717,3.2857142857142856,0.5714285714285714,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/in-stock-usa-1",13,14,1,1,0,0,62,0,0.07142857142857142,0.07142857142857142,0,203.92857142857142,4.428571428571429,0.42857142857142855,0,6,13,14,1,1,0,0,62,0,0.07142857142857142,0.07142857142857142,0,203.92857142857142,4.428571428571429,0.42857142857142855,0,6,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/mini-silicone-torso",14,14,0,0,0,0,21,,0,0,0,39.92857142857143,1.5,0.7857142857142857,,11,14,14,0,0,0,0,21,,0,0,0,39.92857142857143,1.5,0.7857142857142857,,11,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/zelex-doll",13,14,0,0,0,0,41,,0,0,0,26.5,2.9285714285714284,0.42857142857142855,,6,13,14,0,0,0,0,41,,0,0,0,26.5,2.9285714285714284,0.42857142857142855,,6,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5599-150cm-5ft-26kg-m1-flat-chest-life-size-silicone-sex-doll-md-doll",13,14,0,0,0,0,27,,0,0,0,93.35714285714286,1.9285714285714286,0.5714285714285714,,8,13,14,0,0,0,0,27,,0,0,0,93.35714285714286,1.9285714285714286,0.5714285714285714,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-sex-doll-torso-love-torso-silicone-doll",10,14,0,0,0,0,39,,0,0,0,63,2.7857142857142856,0.6428571428571429,,9,10,14,0,0,0,0,39,,0,0,0,63,2.7857142857142856,0.6428571428571429,,9,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/fake-ass-sex-toy",13,13,0,0,0,0,38,,0,0,0,239.92307692307693,2.923076923076923,0.5384615384615384,,7,13,13,0,0,0,0,38,,0,0,0,239.92307692307693,2.923076923076923,0.5384615384615384,,7,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/7-best-mini-torso-sex-dolls-for-beginners",13,13,0,0,0,0,32,,0,0,0,138.53846153846155,2.4615384615384617,0.23076923076923078,,3,13,13,0,0,0,0,32,,0,0,0,138.53846153846155,2.4615384615384617,0.23076923076923078,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6209-172cm-5-6ft-37-5kg-a-cup-realistic-flat-chest-sex-doll-top-cydoll",8,13,0,0,0,0,50,,0,0,0,195.23076923076923,3.8461538461538463,0.38461538461538464,,5,8,13,0,0,0,0,50,,0,0,0,195.23076923076923,3.8461538461538463,0.38461538461538464,,5,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/p88-24-3lb-sex-dolls-torso-mrl",8,13,0,0,0,0,27,,0,0,0,377,2.076923076923077,0.5384615384615384,,7,8,13,0,0,0,0,27,,0,0,0,377,2.076923076923077,0.5384615384615384,,7,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/fantasy-sex-dolls",13,13,0,0,0,0,19,,0,0,0,51.76923076923077,1.4615384615384615,0.7692307692307693,,10,13,13,0,0,0,0,19,,0,0,0,51.76923076923077,1.4615384615384615,0.7692307692307693,,10,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/huge-breasts-sex-dolls",13,13,0,0,0,0,63,,0,0,0,428.46153846153845,4.846153846153846,0.23076923076923078,,3,13,13,0,0,0,0,63,,0,0,0,428.46153846153845,4.846153846153846,0.23076923076923078,,3,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/tpe-ass",13,13,0,0,0,0,46,,0,0,0,218.23076923076923,3.5384615384615383,0.5384615384615384,,7,13,13,0,0,0,0,46,,0,0,0,218.23076923076923,3.5384615384615383,0.5384615384615384,,7,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/real-lady-vs-mlw-sex-dolls-unboxing-hands-on-review",13,13,0,0,0,0,23,,0,0,0,24.76923076923077,1.7692307692307692,0.6923076923076923,,9,13,13,0,0,0,0,23,,0,0,0,24.76923076923077,1.7692307692307692,0.6923076923076923,,9,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f3414-157cm5ft1-32kg-d-cup-asian-sweet-tpe-chinese-sex-doll-in-stock-usa-aibei-doll",11,13,1,1,0,0,16,0,0.07692307692307693,0.07692307692307693,0,88.15384615384616,1.2307692307692308,0.8461538461538461,0,11,11,13,1,1,0,0,16,0,0.07692307692307693,0.07692307692307693,0,88.15384615384616,1.2307692307692308,0.8461538461538461,0,11,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/torso-sex-doll-with-gel-breasts",13,13,1,0,0,0,45,,0.07692307692307693,0,0,169.84615384615384,3.4615384615384617,0.5384615384615384,,7,13,13,1,0,0,0,45,,0.07692307692307693,0,0,169.84615384615384,3.4615384615384617,0.5384615384615384,,7,0,0,0,,,,0,,0,,,0,0,0,,0
,"/de/collections/sex-doll-feet",12,12,0,0,0,0,29,,0,0,0,74.41666666666667,2.4166666666666665,0.6666666666666666,,8,12,12,0,0,0,0,29,,0,0,0,74.41666666666667,2.4166666666666665,0.6666666666666666,,8,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/electric-sex-doll-head",11,12,1,0,0,0,31,,0.08333333333333333,0,0,181.25,2.5833333333333335,0.3333333333333333,,4,11,12,1,0,0,0,31,,0.08333333333333333,0,0,181.25,2.5833333333333335,0.3333333333333333,,4,0,0,0,,,,0,,0,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/why-do-women-enjoy-anal-sex-5-honest-reasons-you-never-expected",12,12,0,0,0,0,12,,0,0,0,0,1,1,,12,12,12,0,0,0,0,12,,0,0,0,0,1,1,,12,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/sex-doll-torso",12,12,0,0,0,0,32,,0,0,0,98.33333333333333,2.6666666666666665,0.4166666666666667,,5,12,12,0,0,0,0,32,,0,0,0,98.33333333333333,2.6666666666666665,0.4166666666666667,,5,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-ass-torso",12,12,0,0,0,0,41,,0,0,0,528.25,3.4166666666666665,0.5,,6,12,12,0,0,0,0,41,,0,0,0,528.25,3.4166666666666665,0.5,,6,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/does-the-sex-doll-feel-real-an-honest-review-from-a-real-user",11,12,0,0,0,0,19,,0,0,0,32.833333333333336,1.5833333333333333,0.5833333333333334,,7,11,12,0,0,0,0,19,,0,0,0,32.833333333333336,1.5833333333333333,0.5833333333333334,,7,0,0,,,,,0,,,,,0,0,0,,0
